사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
Jan-19,경춘선,1328,남춘천,384 ,0 ,1209 ,10 ,3737 ,734 ,3911 ,1878 ,5117 ,3634 ,5712 ,4146 ,4968 ,3416 ,4871 ,7707 ,4703 ,9207 ,6026 ,4977 ,7556 ,5406 ,6434 ,4982 ,6061 ,4838 ,5880 ,7255 ,4821 ,3819 ,3464 ,8982 ,2872 ,3734 ,2546 ,2938 ,1710 ,4041 ,546 ,2312 ,10 ,1381 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경춘선,1329,춘천,251 ,0 ,430 ,1 ,1548 ,451 ,1997 ,1066 ,2685 ,2320 ,3167 ,1968 ,2674 ,2238 ,2777 ,4117 ,2628 ,4117 ,3398 ,4099 ,4486 ,2661 ,5028 ,3588 ,6222 ,2604 ,4803 ,3070 ,3268 ,2154 ,2383 ,3528 ,1624 ,1477 ,1154 ,1487 ,644 ,1416 ,107 ,858 ,3 ,729 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,수인선,1878,달월,0 ,0 ,17 ,8 ,23 ,57 ,101 ,70 ,59 ,238 ,47 ,77 ,39 ,65 ,67 ,54 ,95 ,52 ,64 ,70 ,65 ,62 ,69 ,52 ,105 ,45 ,529 ,71 ,484 ,108 ,59 ,25 ,27 ,26 ,37 ,41 ,9 ,29 ,6 ,22 ,1 ,6 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,수인선,1879,월곶,0 ,0 ,944 ,426 ,3327 ,1632 ,8596 ,2220 ,7326 ,2721 ,4560 ,2466 ,3770 ,2121 ,3739 ,3495 ,4081 ,3189 ,4163 ,3244 ,3805 ,3402 ,3754 ,3898 ,4327 ,4484 ,4552 ,5535 ,5644 ,8477 ,3518 ,6003 ,2257 ,4473 ,2039 ,3992 ,1292 ,3579 ,757 ,2266 ,32 ,575 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,수인선,1880,소래포구,0 ,0 ,1665 ,365 ,5515 ,2825 ,12323 ,3106 ,11872 ,6053 ,6926 ,5197 ,5354 ,4377 ,6045 ,7849 ,7078 ,10292 ,8339 ,9762 ,10414 ,9315 ,11709 ,8494 ,11232 ,8259 ,10064 ,9243 ,8686 ,11568 ,5307 ,9367 ,4136 ,6845 ,4114 ,5706 ,3566 ,4790 ,1942 ,3413 ,176 ,1024 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,수인선,1881,인천논현,3 ,0 ,1855 ,551 ,5616 ,3872 ,14272 ,7990 ,14193 ,15809 ,8311 ,12415 ,8387 ,7706 ,8952 ,7852 ,10046 ,9633 ,10384 ,11445 ,9931 ,10426 ,10920 ,11058 ,11430 ,11914 ,14109 ,15585 ,16271 ,19659 ,10422 ,15292 ,8441 ,9652 ,9207 ,7998 ,7037 ,6874 ,3661 ,3940 ,534 ,1153 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,수인선,1882,호구포,0 ,0 ,1364 ,905 ,3426 ,4981 ,6082 ,17646 ,8090 ,19442 ,4770 ,4294 ,4072 ,2875 ,4097 ,3538 ,5095 ,3782 ,4950 ,3619 ,5058 ,3895 ,5037 ,4320 ,5678 ,5042 ,12776 ,5871 ,16901 ,8104 ,6583 ,6520 ,6938 ,4098 ,4470 ,3777 ,2220 ,3237 ,1209 ,2107 ,205 ,620 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,수인선,1883,남동인더스파크,0 ,0 ,319 ,528 ,725 ,3675 ,1176 ,17577 ,1776 ,22066 ,1242 ,3445 ,1079 ,1424 ,1493 ,1579 ,1712 ,1422 ,1895 ,1759 ,2363 ,1344 ,2744 ,1266 ,3460 ,1184 ,12247 ,1442 ,14829 ,1923 ,4724 ,2242 ,4729 ,1289 ,2705 ,929 ,747 ,563 ,271 ,330 ,29 ,107 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,수인선,1884,원인재,23 ,0 ,3041 ,561 ,7180 ,2305 ,14385 ,3952 ,16039 ,7512 ,9490 ,4495 ,7260 ,4221 ,7306 ,4698 ,7712 ,5926 ,8133 ,6239 ,6993 ,6889 ,7050 ,8035 ,7233 ,9654 ,7913 ,11973 ,9121 ,16606 ,5408 ,12966 ,4237 ,9732 ,4099 ,9071 ,3118 ,8167 ,1826 ,5236 ,333 ,1788 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,수인선,1885,연수,1 ,1 ,2091 ,842 ,5869 ,2352 ,14276 ,4057 ,14198 ,11902 ,7234 ,8668 ,6394 ,7212 ,7275 ,6706 ,8128 ,7282 ,9157 ,7999 ,8296 ,8052 ,8550 ,8525 ,9324 ,9684 ,10370 ,12478 ,13886 ,20367 ,7007 ,12708 ,6386 ,9587 ,7038 ,7126 ,6184 ,5422 ,3304 ,3996 ,559 ,1032 ,1 ,0 ,0 ,0 ,0 ,0 
Jan-19,수인선,1886,송도,2 ,0 ,1506 ,330 ,3500 ,987 ,9536 ,1994 ,11826 ,3955 ,5697 ,2660 ,4624 ,2609 ,5062 ,3048 ,5954 ,3624 ,6385 ,4283 ,5017 ,4499 ,4541 ,5351 ,4817 ,6094 ,5385 ,7514 ,5235 ,11161 ,2931 ,6691 ,1913 ,4413 ,1577 ,4204 ,1172 ,4241 ,551 ,3170 ,60 ,741 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,수인선,1888,인하대,9 ,0 ,2762 ,381 ,7999 ,2145 ,19705 ,3633 ,17195 ,10550 ,8227 ,6543 ,6615 ,4584 ,7187 ,5496 ,7886 ,7030 ,8704 ,7433 ,7739 ,7112 ,8048 ,8302 ,10271 ,9524 ,11772 ,12800 ,10759 ,21236 ,6208 ,11701 ,5102 ,8306 ,4856 ,8142 ,4251 ,7791 ,2656 ,3845 ,90 ,1252 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,수인선,1889,숭의,4 ,0 ,2349 ,582 ,4591 ,2531 ,11038 ,7223 ,10378 ,11987 ,6119 ,5138 ,5364 ,4339 ,5776 ,4129 ,6511 ,4935 ,6172 ,5309 ,5961 ,5262 ,6355 ,5187 ,6490 ,6388 ,9345 ,7474 ,11544 ,9950 ,4933 ,6793 ,3195 ,4783 ,2509 ,4742 ,1769 ,3914 ,851 ,2200 ,14 ,754 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,수인선,1890,신포,1 ,0 ,951 ,108 ,1448 ,1193 ,3319 ,3289 ,3059 ,8122 ,1882 ,4125 ,1829 ,3076 ,2401 ,3225 ,3314 ,3671 ,3473 ,3776 ,3771 ,3662 ,3764 ,3287 ,4391 ,3432 ,5117 ,3688 ,7618 ,5301 ,3248 ,2941 ,2470 ,1853 ,2488 ,1699 ,1506 ,1247 ,725 ,639 ,7 ,323 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,수인선,1891,인천,97 ,6 ,340 ,92 ,968 ,1012 ,2012 ,2635 ,2137 ,3669 ,1283 ,1436 ,1560 ,2280 ,1442 ,3645 ,1828 ,4740 ,2271 ,4628 ,2326 ,4214 ,2725 ,4513 ,3378 ,3995 ,3270 ,3545 ,2654 ,4300 ,1567 ,2796 ,1063 ,2066 ,841 ,1967 ,449 ,1779 ,109 ,826 ,6 ,283 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경강선,1501,판교,1 ,0 ,415 ,7 ,1179 ,3345 ,3731 ,10054 ,2897 ,25120 ,2029 ,21720 ,1924 ,8849 ,2286 ,6969 ,2770 ,5500 ,3576 ,5115 ,4736 ,4483 ,6475 ,4104 ,6762 ,4103 ,10022 ,5028 ,21854 ,4851 ,16778 ,3983 ,14199 ,1593 ,10228 ,1562 ,5777 ,1075 ,1867 ,681 ,4 ,238 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경강선,1502,이매,5 ,1 ,430 ,21 ,1514 ,656 ,3974 ,1979 ,3781 ,2943 ,2340 ,1831 ,1691 ,1296 ,1653 ,1050 ,1973 ,1152 ,1630 ,1341 ,1905 ,1370 ,1836 ,1404 ,2089 ,1650 ,2367 ,1725 ,2628 ,2718 ,1671 ,2835 ,1257 ,1512 ,1251 ,1347 ,1263 ,1240 ,419 ,478 ,23 ,123 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경강선,1503,삼동,1 ,1 ,688 ,119 ,3220 ,831 ,10584 ,1616 ,13570 ,2114 ,7303 ,860 ,3849 ,738 ,2956 ,1034 ,3023 ,1235 ,2807 ,1422 ,1946 ,2072 ,1949 ,2152 ,1969 ,3328 ,2959 ,4349 ,2745 ,7664 ,1051 ,8511 ,718 ,5127 ,638 ,4598 ,376 ,4153 ,120 ,1859 ,1 ,25 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경강선,1504,경기광주,0 ,0 ,1561 ,134 ,11283 ,1571 ,29898 ,4056 ,36161 ,7142 ,20032 ,4099 ,13192 ,3837 ,11647 ,4331 ,11403 ,5141 ,10308 ,6349 ,8971 ,7063 ,7837 ,9390 ,8967 ,11938 ,9336 ,15482 ,8963 ,28036 ,4764 ,28131 ,2876 ,18849 ,2362 ,15946 ,1588 ,10679 ,713 ,8749 ,0 ,41 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경강선,1505,초월,0 ,0 ,1109 ,131 ,3866 ,871 ,10588 ,3448 ,11949 ,4660 ,7354 ,1808 ,4879 ,1539 ,4627 ,1684 ,4386 ,1911 ,3876 ,2174 ,3272 ,2637 ,2912 ,3307 ,3534 ,4472 ,4684 ,4925 ,5148 ,9448 ,2163 ,8564 ,1455 ,7345 ,1135 ,5191 ,616 ,5782 ,264 ,4577 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경강선,1506,곤지암,1 ,0 ,580 ,90 ,1688 ,921 ,5894 ,4493 ,5686 ,4901 ,4694 ,2493 ,3431 ,2024 ,4018 ,2183 ,3410 ,2541 ,3658 ,2502 ,3121 ,2672 ,3044 ,3090 ,3368 ,3684 ,5438 ,3834 ,6002 ,4939 ,2887 ,5824 ,1578 ,3154 ,1000 ,3679 ,539 ,2709 ,291 ,2166 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경강선,1507,신둔도예촌,0 ,0 ,405 ,34 ,1543 ,279 ,3898 ,1494 ,3866 ,2740 ,2597 ,1072 ,2301 ,802 ,1899 ,931 ,1935 ,1087 ,1608 ,1002 ,1342 ,1183 ,1367 ,1445 ,1538 ,1877 ,3597 ,2267 ,2566 ,2989 ,955 ,3424 ,779 ,2148 ,680 ,2252 ,274 ,1791 ,110 ,1536 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경강선,1508,이천,6 ,0 ,719 ,11 ,2229 ,845 ,6568 ,4107 ,6627 ,6667 ,5237 ,3942 ,5218 ,3197 ,4747 ,3688 ,4729 ,3615 ,4683 ,3735 ,4138 ,4017 ,4382 ,4391 ,4586 ,5122 ,4899 ,6241 ,7004 ,7279 ,3690 ,7182 ,2958 ,6094 ,2722 ,3509 ,1399 ,4501 ,519 ,2257 ,1 ,746 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경강선,1509,부발,1 ,0 ,594 ,20 ,2064 ,1007 ,4360 ,4022 ,4180 ,4156 ,3612 ,1616 ,3321 ,1144 ,2994 ,1432 ,3217 ,1532 ,2494 ,1947 ,2179 ,2050 ,2715 ,2338 ,2707 ,2550 ,4369 ,3695 ,5735 ,3678 ,2107 ,4796 ,1964 ,3421 ,1327 ,2844 ,992 ,2875 ,408 ,2170 ,3 ,1147 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경강선,1510,세종대왕릉,0 ,0 ,174 ,24 ,335 ,47 ,833 ,316 ,785 ,292 ,708 ,293 ,727 ,281 ,646 ,437 ,526 ,472 ,534 ,388 ,524 ,570 ,561 ,607 ,491 ,655 ,495 ,565 ,475 ,580 ,165 ,966 ,94 ,418 ,81 ,447 ,37 ,241 ,12 ,352 ,1 ,126 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경강선,1511,여주,7 ,0 ,993 ,5 ,2470 ,481 ,5265 ,1567 ,4961 ,2324 ,4564 ,2144 ,4206 ,2025 ,3853 ,2690 ,3863 ,3175 ,3708 ,3071 ,3851 ,3226 ,3760 ,3562 ,4211 ,4609 ,3181 ,3923 ,3114 ,4356 ,2171 ,6046 ,1498 ,4485 ,1017 ,2378 ,618 ,2591 ,178 ,2548 ,3 ,1029 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2511,방화,2 ,0 ,4991 ,10 ,11074 ,3561 ,33410 ,4275 ,29342 ,12745 ,16210 ,7595 ,13085 ,6039 ,12161 ,6055 ,13657 ,7356 ,12350 ,8244 ,10736 ,8946 ,10590 ,10862 ,11031 ,12637 ,11587 ,14970 ,12378 ,21014 ,6185 ,25336 ,4096 ,15696 ,3541 ,14276 ,2647 ,14315 ,1092 ,9554 ,175 ,3419 ,1 ,317 ,0 ,0 ,0 ,0 
Jan-19,5호선,2512,개화산,0 ,0 ,4216 ,379 ,6930 ,4010 ,24572 ,6883 ,22067 ,21291 ,11978 ,7144 ,8768 ,5061 ,8746 ,5554 ,8619 ,6780 ,8533 ,6790 ,8196 ,7478 ,8162 ,8063 ,8842 ,9592 ,12743 ,10786 ,18537 ,17169 ,8532 ,17581 ,5115 ,10882 ,4063 ,10584 ,3618 ,9625 ,994 ,5673 ,134 ,2336 ,4 ,151 ,0 ,0 ,0 ,0 
Jan-19,5호선,2513,김포공항,0 ,0 ,492 ,2921 ,2159 ,7765 ,7401 ,13538 ,9917 ,17715 ,8823 ,11345 ,7390 ,11823 ,9561 ,14116 ,10739 ,15776 ,12792 ,16216 ,15442 ,15903 ,18340 ,14914 ,17476 ,15197 ,22105 ,15565 ,31729 ,16974 ,21400 ,11817 ,17478 ,5273 ,15680 ,3292 ,14064 ,2196 ,4526 ,1047 ,345 ,435 ,1 ,13 ,0 ,0 ,0 ,0 
Jan-19,5호선,2514,송정,8 ,1 ,4081 ,1721 ,9991 ,7061 ,31836 ,9638 ,33102 ,16600 ,21455 ,9962 ,16422 ,8697 ,14985 ,9151 ,14638 ,9855 ,13763 ,10876 ,13001 ,11771 ,13111 ,14253 ,14180 ,16517 ,17624 ,20062 ,20657 ,29885 ,11549 ,29281 ,7984 ,18134 ,7652 ,15684 ,6789 ,14481 ,3411 ,9310 ,561 ,2923 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2515,마곡,6 ,0 ,2190 ,1541 ,6754 ,9094 ,26095 ,9800 ,25954 ,26820 ,12469 ,9545 ,8620 ,5305 ,7857 ,4529 ,8010 ,5589 ,8244 ,6625 ,7755 ,6690 ,8574 ,7624 ,13138 ,8603 ,20393 ,10219 ,20614 ,17427 ,9728 ,18381 ,6620 ,10418 ,4950 ,9363 ,3793 ,9354 ,1648 ,6189 ,273 ,2363 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2516,발산,2 ,0 ,3433 ,3196 ,8957 ,14574 ,29477 ,25610 ,31612 ,92087 ,15681 ,46675 ,14811 ,22583 ,17058 ,23929 ,20768 ,24276 ,22877 ,24380 ,25760 ,22570 ,28900 ,22276 ,36655 ,24848 ,54926 ,30524 ,75043 ,46161 ,38653 ,41244 ,29402 ,20766 ,31735 ,16141 ,24627 ,14268 ,9946 ,8425 ,1354 ,3129 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2517,우장산,0 ,0 ,6345 ,957 ,22132 ,4571 ,62971 ,10063 ,66473 ,22647 ,35794 ,15893 ,26607 ,13956 ,26441 ,14193 ,28472 ,17176 ,27224 ,20522 ,23342 ,22639 ,23716 ,25915 ,25365 ,29371 ,26002 ,35988 ,22868 ,57083 ,14132 ,57705 ,10224 ,31649 ,9252 ,29497 ,7432 ,30313 ,2873 ,19002 ,337 ,5537 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2518,화곡,175 ,0 ,23103 ,1779 ,40910 ,10030 ,128061 ,13659 ,164886 ,29156 ,78731 ,28253 ,50340 ,20243 ,46774 ,21472 ,46908 ,23974 ,45179 ,28070 ,38093 ,33374 ,36408 ,40909 ,39097 ,50844 ,41368 ,67931 ,44243 ,124049 ,27664 ,117663 ,19254 ,69107 ,18022 ,59155 ,14290 ,58422 ,6547 ,35906 ,912 ,10567 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2519,까치산,148 ,0 ,24119 ,1347 ,41554 ,9830 ,139522 ,10819 ,176505 ,24040 ,84781 ,21461 ,52631 ,19902 ,47258 ,21808 ,48233 ,26211 ,45499 ,30802 ,38593 ,35356 ,35617 ,45684 ,36005 ,56946 ,37935 ,71471 ,38885 ,124361 ,24969 ,123272 ,18438 ,76436 ,15706 ,68734 ,13041 ,62341 ,6781 ,40437 ,1105 ,12090 ,0 ,436 ,0 ,0 ,0 ,0 
Jan-19,5호선,2520,신정(은행정),45 ,0 ,11340 ,1176 ,22754 ,4938 ,69298 ,6323 ,92064 ,16742 ,42092 ,11592 ,23437 ,8236 ,20087 ,8201 ,19946 ,9723 ,19196 ,12189 ,15572 ,13171 ,14294 ,17044 ,15256 ,21187 ,17744 ,27422 ,20167 ,46101 ,11133 ,43875 ,7384 ,27847 ,6064 ,26633 ,5060 ,26116 ,2097 ,17508 ,296 ,4824 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2521,목동,1 ,0 ,6975 ,1399 ,20654 ,6755 ,67001 ,13010 ,83086 ,31720 ,39215 ,25747 ,28717 ,18560 ,27730 ,17734 ,28309 ,20672 ,27780 ,24531 ,25871 ,27220 ,26287 ,29310 ,28222 ,33899 ,32666 ,43485 ,36520 ,85570 ,21715 ,74716 ,16145 ,41621 ,16400 ,36772 ,16326 ,34272 ,6621 ,22426 ,920 ,6712 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2522,오목교(목동운동장앞),5 ,0 ,4693 ,1954 ,15528 ,9227 ,53755 ,23183 ,64799 ,86303 ,33941 ,63262 ,26287 ,39269 ,29040 ,37665 ,31807 ,39335 ,35507 ,44073 ,36919 ,41797 ,41551 ,41513 ,47446 ,46138 ,56572 ,56057 ,88897 ,90551 ,49504 ,70804 ,49789 ,35205 ,39165 ,30482 ,34017 ,28943 ,12188 ,17450 ,1633 ,5473 ,1 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2523,양평,4 ,0 ,2337 ,866 ,6254 ,3057 ,22228 ,8342 ,27724 ,41181 ,11954 ,15793 ,8148 ,6977 ,7466 ,5943 ,7991 ,5904 ,8471 ,6539 ,7677 ,6627 ,8061 ,7286 ,8800 ,8344 ,13488 ,10545 ,33858 ,20866 ,11832 ,18130 ,7171 ,10395 ,5989 ,10025 ,4579 ,9595 ,2002 ,5911 ,294 ,2166 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2524,영등포구청,5 ,0 ,1071 ,664 ,2207 ,1730 ,7654 ,4735 ,11351 ,20542 ,4923 ,11032 ,3748 ,5410 ,4665 ,4578 ,4751 ,4331 ,5302 ,5234 ,5028 ,5077 ,5929 ,4926 ,6048 ,5003 ,8521 ,5595 ,16985 ,11536 ,7545 ,7075 ,4371 ,4340 ,4066 ,4028 ,3124 ,3804 ,1288 ,2260 ,271 ,644 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2525,영등포시장,19 ,0 ,2674 ,1127 ,5043 ,5457 ,19069 ,12212 ,27569 ,42661 ,12872 ,21972 ,9923 ,17767 ,11045 ,16992 ,13103 ,19156 ,15044 ,24360 ,15982 ,21300 ,19086 ,16651 ,24305 ,15272 ,28944 ,18289 ,40875 ,29133 ,19579 ,20414 ,14166 ,11725 ,11395 ,10590 ,8536 ,9602 ,3894 ,6205 ,458 ,1654 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2526,신길,14 ,0 ,1983 ,439 ,3207 ,2444 ,10431 ,4763 ,17461 ,16906 ,6384 ,7439 ,3582 ,3130 ,3368 ,3096 ,3748 ,3180 ,4517 ,4594 ,3375 ,3729 ,3600 ,3836 ,4742 ,4865 ,7192 ,8261 ,13087 ,14173 ,5107 ,9681 ,2981 ,6403 ,2876 ,7226 ,2198 ,6975 ,1192 ,4483 ,183 ,1186 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2527,여의도,31 ,0 ,2320 ,2688 ,4033 ,22696 ,10399 ,137846 ,15764 ,238838 ,12128 ,74992 ,12216 ,28695 ,18062 ,27882 ,17406 ,25798 ,23239 ,28852 ,25688 ,23679 ,32713 ,21862 ,37489 ,22502 ,88155 ,26651 ,207167 ,39966 ,74591 ,22344 ,51382 ,11173 ,51884 ,8907 ,36673 ,8022 ,13129 ,4978 ,1740 ,2401 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2528,여의나루,8 ,0 ,950 ,1571 ,2586 ,13255 ,5459 ,28175 ,8959 ,63955 ,5775 ,16266 ,4761 ,9742 ,6227 ,7488 ,7688 ,8027 ,7926 ,8668 ,9803 ,8389 ,11081 ,8006 ,15715 ,8259 ,32991 ,9177 ,48832 ,11797 ,18281 ,8098 ,12283 ,5571 ,10176 ,4054 ,6598 ,3727 ,2077 ,2248 ,212 ,786 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2529,마포,16 ,0 ,2705 ,1290 ,8268 ,7047 ,26163 ,22100 ,40912 ,83846 ,20550 ,38126 ,15967 ,18024 ,16885 ,17506 ,17950 ,16328 ,21723 ,18027 ,19759 ,16857 ,21118 ,17693 ,21719 ,20029 ,32287 ,28069 ,69070 ,51709 ,28532 ,33892 ,22601 ,18386 ,24345 ,15972 ,18460 ,14275 ,8140 ,9502 ,1105 ,3018 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2530,공덕,10 ,0 ,2173 ,881 ,5373 ,7428 ,20404 ,27156 ,33649 ,94789 ,14788 ,44201 ,12670 ,17839 ,15036 ,17509 ,17011 ,16864 ,19713 ,17488 ,19799 ,16603 ,20515 ,16733 ,23953 ,18349 ,36402 ,25428 ,78687 ,50638 ,31128 ,29417 ,22079 ,15661 ,23486 ,13672 ,18888 ,12921 ,8624 ,7979 ,1312 ,2440 ,1 ,1 ,0 ,1 ,0 ,0 
Jan-19,5호선,2531,애오개,1 ,0 ,2310 ,365 ,5527 ,3179 ,19821 ,7977 ,30330 ,33924 ,14010 ,14745 ,9576 ,9124 ,9731 ,7806 ,11167 ,7561 ,11572 ,9458 ,10818 ,9256 ,11028 ,9724 ,10830 ,10735 ,14830 ,13169 ,26851 ,24660 ,10054 ,18603 ,7405 ,11332 ,6858 ,10046 ,5092 ,10609 ,2035 ,6272 ,235 ,3003 ,0 ,523 ,0 ,0 ,0 ,0 
Jan-19,5호선,2532,충정로(경기대입구),12 ,0 ,1216 ,376 ,2075 ,2752 ,5579 ,6837 ,8237 ,34943 ,5108 ,17654 ,4005 ,5335 ,4795 ,3906 ,5294 ,4353 ,5723 ,4803 ,5948 ,4814 ,6657 ,4617 ,7393 ,4952 ,11424 ,5899 ,31219 ,9534 ,10250 ,6528 ,6876 ,4425 ,5631 ,4264 ,3926 ,4567 ,1759 ,2836 ,307 ,782 ,0 ,88 ,0 ,0 ,0 ,0 
Jan-19,5호선,2533,서대문,9 ,0 ,2689 ,1110 ,5910 ,13464 ,17043 ,52184 ,25905 ,160675 ,17771 ,44943 ,16160 ,24863 ,19754 ,20999 ,21307 ,20223 ,21783 ,24990 ,24174 ,21458 ,27747 ,18777 ,33714 ,18357 ,49522 ,20950 ,116718 ,31717 ,38774 ,21462 ,28768 ,12508 ,28138 ,12061 ,18805 ,10013 ,7878 ,6245 ,858 ,1818 ,0 ,89 ,0 ,0 ,0 ,0 
Jan-19,5호선,2534,광화문(세종문화회관),3 ,0 ,1245 ,747 ,3230 ,27328 ,10566 ,97676 ,16967 ,342869 ,14837 ,123884 ,16894 ,61958 ,24804 ,59379 ,32627 ,53384 ,48111 ,60881 ,50905 ,52100 ,63374 ,44845 ,79931 ,43069 ,125851 ,46168 ,262897 ,61347 ,111146 ,33764 ,77804 ,12896 ,86414 ,9455 ,58465 ,7316 ,21149 ,4140 ,2875 ,1133 ,1 ,17 ,0 ,0 ,0 ,0 
Jan-19,5호선,2535,종로3가,14 ,0 ,1734 ,471 ,2385 ,5666 ,3606 ,13392 ,5706 ,48781 ,6574 ,44292 ,9318 ,36533 ,14142 ,43246 ,21316 ,47966 ,29047 ,49825 ,36313 ,43539 ,43659 ,38671 ,50934 ,35851 ,57261 ,34861 ,75385 ,40777 ,52897 ,24609 ,44033 ,10222 ,48258 ,7535 ,41703 ,6039 ,17682 ,4005 ,2219 ,1392 ,0 ,21 ,0 ,0 ,0 ,0 
Jan-19,5호선,2536,을지로4가,2 ,0 ,357 ,193 ,700 ,5829 ,1411 ,12063 ,1892 ,39766 ,2639 ,20974 ,3559 ,13399 ,5158 ,12605 ,6337 ,11958 ,8195 ,11539 ,10140 ,10905 ,11554 ,9156 ,12952 ,7674 ,18364 ,6571 ,32871 ,6134 ,18486 ,3529 ,9612 ,1533 ,7650 ,1446 ,5217 ,1212 ,2400 ,789 ,342 ,333 ,0 ,7 ,0 ,0 ,0 ,0 
Jan-19,5호선,2537,동대문역사문화공원,1 ,0 ,276 ,346 ,596 ,2265 ,867 ,9480 ,1786 ,38173 ,2253 ,12200 ,2356 ,4114 ,3230 ,3380 ,2451 ,3100 ,2519 ,3683 ,2982 ,3267 ,3542 ,2672 ,3988 ,2560 ,9418 ,3047 ,24399 ,3261 ,10916 ,2303 ,5625 ,1623 ,4534 ,1544 ,3296 ,1648 ,1437 ,1106 ,271 ,265 ,0 ,1 ,0 ,0 ,0 ,0 
Jan-19,5호선,2538,청구,9 ,1 ,1474 ,262 ,3039 ,1834 ,6723 ,3644 ,12341 ,15616 ,7513 ,8973 ,5739 ,4261 ,7130 ,4160 ,6008 ,4321 ,6524 ,4881 ,6189 ,4752 ,6261 ,5582 ,6729 ,6096 ,8166 ,7335 ,15082 ,11161 ,10260 ,9005 ,5844 ,5841 ,4893 ,5407 ,3755 ,5494 ,1712 ,3659 ,325 ,1185 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,5호선,2539,신금호,13 ,0 ,3016 ,407 ,6804 ,2360 ,22626 ,5279 ,33407 ,11461 ,16969 ,7907 ,10596 ,6233 ,9959 ,6324 ,10089 ,7063 ,10478 ,7886 ,9198 ,8483 ,8619 ,10621 ,9515 ,11853 ,9966 ,15900 ,11569 ,27170 ,7690 ,21520 ,5464 ,12462 ,4761 ,11973 ,3571 ,12136 ,1452 ,7703 ,282 ,2722 ,0 ,1 ,0 ,0 ,0 ,0 
Jan-19,5호선,2540,행당,1 ,0 ,3994 ,662 ,11510 ,2455 ,33836 ,4755 ,50184 ,9367 ,25305 ,7452 ,15170 ,5917 ,14119 ,6772 ,14023 ,8340 ,13253 ,9367 ,11041 ,10242 ,11211 ,12147 ,10531 ,14492 ,11710 ,18661 ,12380 ,33716 ,7530 ,27541 ,5580 ,16309 ,4654 ,15512 ,4050 ,15467 ,1438 ,9172 ,222 ,2801 ,0 ,0 ,0 ,0 ,0 ,0 
